sp_name,length,url,field_name,area_name,executor_name,overload_name,sp_city_name,active,coordinates,hzz
Romistika,2,(null),Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9695033,45.7968407","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Aeronautika,3,www.fpz.unizg.hr/upisi_preddiplomski1.asp?izbID=83,Tehnologija prometa i transport,Tehničke znanosti,Fakultet prometnih znanosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0093895,45.8144754",Stručnjaci iz područja informatike i tehničkih znanosti
Agrarna ekonomika,3,www.agr.unizg.hr/hr/article/5/agrarna_ekonomika,Poljoprivreda (agronomija),Biotehničke znanosti,Agronomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.029817,45.8282075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Biologija i ekologija mora,3,more.unist.hr/Nastava/Preddiplomskisveučilišnistudijskiprogrami/Biologijaiekologijamora/Opis/tabid/549/Default.aspx,Biologija,Prirodne znanosti,Sveučilišni odjel za studije mora Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Biotehnologija i istraživanje lijekova,3,www.biotech.uniri.hr/hr/studiji/preddiplomski-sveucilisni-studij-biotehnologija-i-istrazivanje-lijekova.html,Farmacija,Biomedicina i zdravstvo,Odjel za biotehnologiju Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Brodostrojarstvo,3,www.pfst.hr/hr/buduci-studenti/preddiplomski-studiji/brodostrojarstvo,Tehnologija prometa i transport,Tehničke znanosti,Pomorski fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.46879089999999,43.5124187",Stručnjaci iz područja informatike i tehničkih znanosti
Ekološka poljoprivreda,3,www.agr.unizg.hr/hr/article/9/ekološka_poljoprivreda,Poljoprivreda (agronomija),Biotehničke znanosti,Agronomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.029817,45.8282075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Kompozicija; smjer: Kompozicija, Elektronička kompozicija, Primijenjena kompozicija",5,www.muza.unizg.hr/index.php?option=com_content&view=article&id=105&Itemid=96,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Filozofija i religijske znanosti,3,www.ffdi.hr/index.php/studiji/preddiplomski-studij.html,Filozofija,Humanističke znanosti,Filozofski fakultet Družbe Isusove,Sveučilište u Zagrebu,Zagreb,1,"15.9976772,45.82781300000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Energetske učinkovitosti i obnovljivih izvora,3,sibenik.unizg.hr,Bez polja,Bez područja,Sveučilište u Zagrebu,Sveučilište u Zagrebu,Šibenik,1,"15.9698015,45.81057029999999",""
"Studij književnosti - književne, arheološke i povijesno- kulturološke discipline",3,esse3.units.it/Guide/PaginaCorso.do;jsessionid=877758A19B20991E9E0E06C00C7EF356.esse3-units-prod-02?corso_id=10311&ANNO_ACCADEMICO=2015,Interdisciplinarne humanističke znanosti,Humanističke znanosti,Odjel humanističkih znanosti Sveučilišta u Trstu,Sveučilište u Trstu,Trst,1,"17.672332,43.919457","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Sestrinstvo,3,vzs.unbi.ba/clanak.jsf?cid=19&stavkaId=3-2-2&ssb=1&mid=gi,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Visoka zdravstvena škola,Univerzitet u Bihaću,Bihać,1,"15.8654755,44.81952969999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Geografija, turizam i hotelijerstvo",4,www.dgt.uns.ac.rs/page.php?203,Geografija,Prirodne znanosti,Prirodno-matematički fakultet u Novom Sadu,Univerzitet u Novom Sadu,Novi Sad,1,"19.852777,45.245411","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Zdravstvena njega; smjer: opći,3,www.zf.unze.ba/index.php?option=com_content&view=article&id=26&Itemid=37#2,Kliničke medicinske znanosti,Biomedicina i zdravstvo,"Zdravstveni fakultet, Univerzitet u Zenici",Univerzitet u Zenici,Zenica,1,"17.9073214,44.2100417","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Računarstvo i informatika,3,http://www.fri.uni-lj.si/si/izobrazevanje/prva_stopnja/uni_ri/,Računarstvo,Tehničke znanosti,Fakultet za računarstvo i informatiku,Sveučilište u Ljubljani,Ljubljana,1,"20.4275442,44.8143104",Stručnjaci iz područja informatike i tehničkih znanosti
Antropologija,2,www.ffzg.unizg.hr/programi/diplomski.html,Etnologija i antropologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9695033,45.7968407","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Geodezija i geoinformatika,3,www.gradst.hr/Studiji/Geodezijaigeoinformatika/tabid/801/Default.aspx,Geodezija,Tehničke znanosti,"Fakultet građevinarstva, arhitekture i geodezije Sveučilišta u Splitu",Sveučilište u Splitu,Split,1,"16.441861,43.512161",Stručnjaci iz područja informatike i tehničkih znanosti
Gluma i lutkarstvo,3,www.uaos.unios.hr/index.php?option=com_content&view=article&id=2072&Itemid=518&lang=hr,Kazališna umjetnost,Umjetničko područje,Umjetnička akademija Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.705481,45.55734400000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Građevinarstvo; smjer: opći,3,www.gfos.unios.hr/portal/index.php/nastava/studiji/36-sveucilisni-preddiplomski-studij.html,Građevinarstvo,Tehničke znanosti,Građevinski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.684096,45.55727299999999",Stručnjaci iz područja informatike i tehničkih znanosti
Poslovni sustavi,3,www.foi.unizg.hr/buduci-studenti/upisi/pds/ips/informacije,Informacijske i komunikacijske znanosti,Društvene znanosti,Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Varaždin,1,"15.9712039,45.800887",Stručnjaci iz područja informatike i tehničkih znanosti
Kemija,3,kemija.unios.hr/studiji/index.htm,Kemija,Prirodne znanosti,Odjel za kemiju Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6959121,45.560972","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kemija,3,www.pmf.unizg.hr/chem,Kemija,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Klavir,4,www.uaos.unios.hr/index.php?option=com_content&view=article&id=2073%3Apreddiplomski-studij-klavir&catid=109%3Astudiji&Itemid=51,Glazbena umjetnost,Umjetničko područje,Umjetnička akademija Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.705481,45.55734400000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Logistika i menadžment u pomorstvu i prometu,3,www.pfri.uniri.hr/index.php?option=com_content&view=article&id=89&Itemid=157&lang=hr,Tehnologija prometa i transport,Tehničke znanosti,Pomorski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4361747,45.3303549",Stručnjaci iz područja informatike i tehničkih znanosti
Sociologija,3,www.ffzg.unizg.hr/socio/?page_id=98,Sociologija,Društvene znanosti,Filozofski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9695033,45.7968407","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Matematika,3,www.mathos.unios.hr/index.php/nastava/preddiplomski-studij-matematike,Matematika,Prirodne znanosti,Odjel za matematiku Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6844611,45.55843009999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Metalurgija; smjerovi: Metalurško inženjerstvo, Industrijska ekologija",3,www.simet.unizg.hr/nastava/preddiplomski-sveucilisni-studij-metalurgija,Metalurgija,Tehničke znanosti,Metalurški fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Sisak,1,"16.3714635,45.4716055",Stručnjaci iz područja informatike i tehničkih znanosti
Nautika i tehnologija pomorskog prometa,3,www.unizd.hr/promet-pomorstvo/Studijskiprogrami/Preddiplomski/Nautikaitehnologijapomorskogprometa/Novi/tabid/5638/Default.aspx,Tehnologija prometa i transport,Tehničke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964",Stručnjaci iz područja informatike i tehničkih znanosti
Zrakoplovstvo,3.5,www.fsb.hr/?studijski_programi,"Zrakoplovstvo, raketna i svemirska tehnika",Tehničke znanosti,Fakultet strojarstva i brodogradnje Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.971241,45.795332",Stručnjaci iz područja informatike i tehničkih znanosti
"Poljoprivreda; smjerovi: Agroekonomika, Bilinogojstvo, Mehanizacija, Zootehnika, Hortikultura",3,www.pfos.unios.hr/index.php/studiji/preddiplomski-studiji,Poljoprivreda (agronomija),Biotehničke znanosti,Poljoprivredni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.7073763,45.556069","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Poslovna ekonomija u turizmu i ugostiteljstvu; smjerovi: Poduzetništvo u turizmu i ugostiteljstvu, Menadžment u turizmu; Menadžment u hotelijerstvu; Međunarodni menadžment u turizmu i ugostiteljstvu; Menadžment događaja i slobodnog vremena",4,www.fthm.uniri.hr/index.php/ps-programi,Ekonomija,Društvene znanosti,"Fakultet za menadžment u turizmu i ugostiteljstvu, Sveučilišta u Rijeci",Sveučilište u Rijeci,Opatija,1,"14.2822494,45.3033303","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Poslovna ekonomija; smjerovi: Financijski menagement, Marketinško upravljanje, Management i poduzetništvo, Turizam, Poslovna informatika",3,oet.unipu.hr/index.php?id=1371,Ekonomija,Društvene znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Prehrambena tehnologija,3,www.pbf.unizg.hr/hr/studij/preddiplomski_studij_bolonjski_proces/prehrambena_tehnologija,Prehrambena tehnologija,Biotehničke znanosti,Prehrambeno-biotehnološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9641624,45.807354","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Dizajn vizualnih komunikacija,2,www.umas.hr/odjeli/likovna-umjetnost/dizajn-vizualnih-komunikacija/,Glazbena umjetnost,Umjetničko područje,Umjetnička akademija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4473299,43.5085094","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Primijenjena kemija; smjerovi: Kemija u zaštiti okoliša i izvori energije, Specifični materijali i napredne tehnologije, Primijenjena organska kemija",3,www.fkit.unizg.hr/preddiplomski/primijenjena_kemija,Kemija,Prirodne znanosti,Fakultet kemijskog inženjerstva i tehnologije Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9705752,45.80726819999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Računarstvo,3,www.fesb.hr/studiji/racunarstvo,Računarstvo,Tehničke znanosti,"Fakultet elektrotehnike, strojarstva i brodogradnje Sveučilišta u Splitu",Sveučilište u Splitu,Split,1,"16.469189,43.511287",Stručnjaci iz područja informatike i tehničkih znanosti
"Restauracija i konzervacija; smjerovi: drvo, papir, tekstil, metal, keramika",3,www.unidu.hr/odjeli.php?idizbornik=133,Likovne umjetnosti,Umjetničko područje,Sveučilište u Dubrovniku,Sveučilište u Dubrovniku,Dubrovnik,1,"18.1003189,42.6440794","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Snimanje,3,www.adu.unizg.hr/index.php?option=com_content&view=article&id=339:studij-snimanja-ba-i-ma&catid=40:pregled&Itemid=75,Filmska umjetnost,Umjetničko područje,Akademija dramske umjetnosti Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9701206,45.808606","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Talijanski jezik i književnost ; smjer: prevoditeljski,3,www.unizd.hr/talijanski/Studijskiprogrami/tabid/5898/Default.aspx,Filologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Tekstilna tehnologija i inženjerstvo; smjerovi: Odjevno inženjerstvo, Projektiranje i menadžment tekstila, Industrijski dizajn tekstila i odjeće, Tekstilna kemija, materijali i ekologija",3,www.ttf.unizg.hr/index.php?str=80,Tekstilna tehnologija,Tehničke znanosti,Tekstilno-tehnološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9369886,45.8121923",Stručnjaci iz područja informatike i tehničkih znanosti
Zaštita bilja,3,www.agr.unizg.hr/hr/article/563/zaštita_bilja,Poljoprivreda (agronomija),Biotehničke znanosti,Agronomski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.029817,45.8282075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Matematika i fizika; smjer, nastavnički",5,www.math.pmf.unizg.hr/hr/integrirani-preddiplomski-i-diplomski-sveučilišni-studij-matematika-i-fizika-smjer-nastavnički,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Muzikologija; smjer: Muzikologija, Etnomuzikologija",5,www.muza.unizg.hr/index.php?option=com_content&view=article&id=106&Itemid=97,Glazbena umjetnost,Umjetničko područje,Muzička akademija Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9686544,45.810104","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Učiteljski studij na hrvatskom i talijanskom jeziku,5,www.unipu.hr/index.php?id=116#c477,Pedagogija,Društvene znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Veterinarska medicina,6,www.vef.unizg.hr/nastava/integrirani/index.php?adnce=j&m=ffc7fffffffc2ec0,Veterinarska medicina,Biomedicina i zdravstvo,Veterinarski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0085665,45.8054075","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Baze podataka i baze znanja,2,www.foi.unizg.hr/studiji/ds/dsfoi,Informacijske i komunikacijske znanosti,Društvene znanosti,Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Varaždin,1,"15.9712039,45.800887",Stručnjaci iz područja informatike i tehničkih znanosti
"Bilinogojstvo; smjerovi: Biljna proizvodnja, Ishrana bilja i tloznanstvo, Oplemenjivanje bilja i sjemenarstvo, Zaštita bilja",2,www.pfos.unios.hr/index.php/studiji/diplomski-studiji,Poljoprivreda (agronomija),Biotehničke znanosti,Poljoprivredni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.7073763,45.556069","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Edukacijska rehabilitacija,2,www.erf.unizg.hr/hr/studiji/diplomski-edukacijska-rehabilitacija,Edukacijsko-rehabilitacijske znanosti,Društvene znanosti,Edukacijsko-rehabilitacijski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"16.0424799,45.8118151","Profesori, nastavnici i stručnjaci za obrazovanje"
Elektroničke i informatičke tehnologije u pomorstvu,2,www.pfri.uniri.hr/index.php?option=com_content&view=article&id=93&Itemid=161&lang=hr,Tehnologija prometa i transport,Tehničke znanosti,Pomorski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4361747,45.3303549",Stručnjaci iz područja informatike i tehničkih znanosti
Elektrotehnika,2,www.fesb.hr/studiji/elektrotehnika/diplomski,Elektrotehnika,Tehničke znanosti,"Fakultet elektrotehnike, strojarstva i brodogradnje Sveučilišta u Splitu",Sveučilište u Splitu,Split,1,"16.469189,43.511287",Stručnjaci iz područja informatike i tehničkih znanosti
Elektrotehnika i informacijska tehnologija,2,www.fer.unizg.hr/diplomski_studij/eit,Elektrotehnika,Tehničke znanosti,Fakultet elektrotehnike i računarstva Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9712039,45.800887",Stručnjaci iz područja informatike i tehničkih znanosti
Filozofija ; smjer: znanstveni,2,www.unizd.hr/Obrazovanje/Studiji/Diplomski/tabid/78/language/hr-HR/Default.aspx,Filozofija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Financijska i poslovna matematika,2,www.math.pmf.unizg.hr/hr/diplomski-sveučilišni-studij-financijska-i-poslovna-matematika-0,Matematika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698015,45.81057029999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Fizika; smjerovi: Nastavnički, Astrofizika, Biofizika, Fizika okoliša, Računarska fizika",2,www.pmfst.hr/index.php?option=com_2j_tabs&Itemid=335,Fizika,Prirodne znanosti,Prirodoslovno-matematički fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Francuski jezik i književnost ; smjer: prevoditeljski,2,www.unizd.hr/francuski/Upisi/tabid/5947/Default.aspx,Filologija,Humanističke znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Sociologija,2,www.unizd.hr/sociologija/Diplomskistudij(dvopredmetni)/tabid/2831/Default.aspx,Sociologija,Društvene znanosti,Sveučilište u Zadru,Sveučilište u Zadru,Zadar,1,"15.2268558,44.1112964","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Glazbena kultura,1,www.umas.hr/odjeli/glazbena-umjetnost/,Glazbena umjetnost,Umjetničko područje,Umjetnička akademija Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4473299,43.5085094","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
