sp_name,length,url,field_name,area_name,executor_name,overload_name,sp_city_name,active,coordinates,hzz
Sestrinstvo,3,vtsbj.hr/sestrinstvo-studij/,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Visoka tehnička škola u Bjelovaru,Visoka tehnička škola u Bjelovaru,Bjelovar,1,"16.8421557,45.8997039","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Sestrinstvo,3,www.zvu.hr/strucni-studij-sestrinstva/,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Zdravstveno veleučilište u Zagrebu,Zdravstveno veleučilište u Zagrebu,Zagreb,1,"15.9778987,45.82734869999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Sigurnost na radu,3,www.veleri.hr/?q=node/160,Temeljne tehničke znanosti,Tehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Rijeka,1,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
Sportski menadžment,3,www.aspira.hr/strucni-studij-sportski-menadzment.html,Ekonomija,Društvene znanosti,"Visoka škola za menadžment i dizajn ""Aspira""","Visoka škola za menadžment i dizajn ""Aspira""",Split,1,"16.4520078,43.5205685","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Strojarstvo,3,www.riteh.uniri.hr/nast/novi_progr/str_str/,Strojarstvo,Tehničke znanosti,Tehnički fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4258374,45.3375315",Stručnjaci iz područja informatike i tehničkih znanosti
Upravni studij,3,www.vevu.hr/?g=5&i=102,Pravo,Društvene znanosti,"Veleučilište ""Lavoslav Ružička"" u Vukovaru","Veleučilište ""Lavoslav Ružička"" u Vukovaru",Vukovar,1,"18.9954976,45.3583715","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Strojarstvo,3,www.fesb.hr/studiji/strojarstvo/strucni,Strojarstvo,Tehničke znanosti,"Fakultet elektrotehnike, strojarstva i brodogradnje Sveučilišta u Splitu",Sveučilište u Splitu,Split,1,"16.469189,43.511287",Stručnjaci iz područja informatike i tehničkih znanosti
Strojarstvo,3,www.vuka.hr/index.php?id=11,Strojarstvo,Tehničke znanosti,Veleučilište u Karlovcu,Veleučilište u Karlovcu,Karlovac,1,"15.5551895,45.4941496",Stručnjaci iz područja informatike i tehničkih znanosti
Tehnička i gospodarska logistika,3,www.unin.hr/tehnicka-i-gospodarska-logistika/o-studiju/,Tehnologija prometa i transport,Tehničke znanosti,Sveučilište Sjever,Sveučilište Sjever,Varaždin,1,"16.8427062,46.1742977",Stručnjaci iz područja informatike i tehničkih znanosti
Tehnički menadžment,3,www.vern.hr/studij/prijediplomski/tehnicki-menadzment-upisi,Temeljne tehničke znanosti,Tehničke znanosti,Veleučilište VERN,Veleučilište VERN,Zagreb,1,"15.9764075,45.81355599999999",Stručnjaci iz područja informatike i tehničkih znanosti
Telematika,3,www.veleri.hr/?q=node/835,Elektrotehnika,Tehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Rijeka,1,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
Teologija,3,www.kbf.unizg.hr/studiji/strucni_studij_teologije/,Teologija,Humanističke znanosti,Katolički bogoslovni fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9823032,45.8137305","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Trgovina,3,www.vup.hr/studiji/drustveni_odjel/strucni_studij_trgovina/default.aspx,Ekonomija,Društvene znanosti,Veleučilište u Požegi,Veleučilište u Požegi,Požega,1,"17.6802478,45.3348714","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Trgovinsko poslovanje s poduzetništvom,3,www2.veleknin.hr/veleknin/web/index.php/cro/Studiji/Trgovinsko-poslovanje-s-poduzetnistvom,Ekonomija,Društvene znanosti,"Veleučilište ""Marko Marulić"" u Kninu","Veleučilište ""Marko Marulić"" u Kninu",Knin,1,"16.1961654,44.03496980000001","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Turistički i hotelski menadžment,3,www.vps-libertas.hr/preddiplomski-studij/turisticki-hotelski-menadzment/o-studiju.php,Ekonomija,Društvene znanosti,"Visoka poslovna škola ""Libertas""","Visoka poslovna škola ""Libertas""",Zagreb,1,"16.0124166,45.8151504","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Turističko poslovanje,3,www.efst.hr/content.php?k=studiji&p=77,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Turizam; smjerovi: Turistički menadžment, Hotelski menadžment",3,www.vern.hr/studij/prijediplomski/turisticki-i-hotelski-menadzment/upisi,Ekonomija,Društvene znanosti,Veleučilište VERN,Veleučilište VERN,Zagreb,1,"15.9764075,45.81355599999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Ugostiteljstvo,3,www.vuka.hr/index.php?id=42,Ekonomija,Društvene znanosti,Veleučilište u Karlovcu,Veleučilište u Karlovcu,Karlovac,1,"15.5551895,45.4941496","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravljanje u kriznim uvjetima,3,www.vvg.hr/index.php?option=com_content&view=article&id=44&tstyle=style2&Itemid=29&lang=hr,Temeljne tehničke znanosti,Tehničke znanosti,Veleučilište Velika Gorica,Veleučilište Velika Gorica,Velika Gorica,1,"16.0739023,45.7144613",Stručnjaci iz područja informatike i tehničkih znanosti
Upravni studij,3,www.pravos.unios.hr/pfo/strucni-upravni-studij,Pravo,Društvene znanosti,Pravni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6959121,45.560972","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravni studij,3,pravri.uniri.hr/hr/studiji/upravni.html,Pravo,Društvene znanosti,Pravni fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4162938,45.343994","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravni studij,3,www.pravst.hr/program.php?p=12,Pravo,Društvene znanosti,Pravni fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4438201,43.513997","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravni studij,3,www.velegs-nikolatesla.hr/vele/index.php/hr/studiji/upravni,Pravo,Društvene znanosti,"Veleučilište ""Nikola Tesla"" u Gospiću","Veleučilište ""Nikola Tesla"" u Gospiću",Gospić,1,"15.3727442,44.5455698","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravni studij,3,www.vup.hr/studiji/drustveni_odjel/strucni_upravni_studij/default.aspx,Pravo,Društvene znanosti,Veleučilište u Požegi,Veleučilište u Požegi,Požega,1,"17.6802478,45.3348714","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravni studij,3,www.vus.hr/index3.php/?page_id=18,Pravo,Društvene znanosti,Veleučilište u Šibeniku,Veleučilište u Šibeniku,Šibenik,1,"15.9046138,43.7292822","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Vinarstvo,3,www.veleri.hr/?q=node/218,Poljoprivreda (agronomija),Biotehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Poreč,1,"14.4382209,45.3278872","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Zootehnika,3,www.pfos.unios.hr/index.php/studiji/strucni-studiji,Poljoprivreda (agronomija),Biotehničke znanosti,Poljoprivredni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.7073763,45.556069","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Željeznički promet,3,www.veleri.hr/?q=node/308,Tehnologija prometa i transport,Tehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Rijeka,1,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
Financijski menadžment,2,www.bak.hr/Hrvatski/Specijalisticki-studiji/Financijski-menadzment-84.html,Ekonomija,Društvene znanosti,Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Zaprešić,1,"15.8007699,45.86536309999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Fizioterapija,2,www.zvu.hr/specijalisticki-diplomski-strucni-studij-fizioterapije/,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Zdravstveno veleučilište u Zagrebu,Zdravstveno veleučilište u Zagrebu,Zagreb,1,"15.9778987,45.82734869999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Informacijske znanosti,3,www.ffzg.unizg.hr/infoz/web/index.php/hr/,Informacijske i komunikacijske znanosti,Društvene znanosti,Filozofski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9695033,45.7968407",Stručnjaci iz područja informatike i tehničkih znanosti
Građevinarstvo; smjer: Graditeljstvo u priobalju i komunalni sustavi,2,www.gradri.uniri.hr/hr/studiji/specijalisticki-diplomski.html,Građevinarstvo,Tehničke znanosti,Građevinski fakultet Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4677871,45.3287901",Stručnjaci iz područja informatike i tehničkih znanosti
"Građevinarstvo; smjer: Vođenje građenja, nadzor i održavanje građevina",2,www.gfos.unios.hr/portal/index.php/nastava/studiji/1303-specijalisticki-diplomski-strucni-studij.html,Građevinarstvo,Tehničke znanosti,Građevinski fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.684096,45.55727299999999",Stručnjaci iz područja informatike i tehničkih znanosti
Informacijska tehnologija u poslovnim sustavima,2,www.veleri.hr/?q=node/129,Informacijske i komunikacijske znanosti,Društvene znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Rijeka,1,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
Informacijski sustavi,2,www.vvg.hr/index.php?option=com_content&view=article&id=818&Itemid=682&lang=hr,Računarstvo,Tehničke znanosti,Veleučilište Velika Gorica,Veleučilište Velika Gorica,Velika Gorica,1,"16.0739023,45.7144613",Stručnjaci iz područja informatike i tehničkih znanosti
IT menadžment,2,www.vern.hr/studij/diplomski/itm-upisni-postupak,Informacijske i komunikacijske znanosti,Društvene znanosti,Veleučilište VERN,Veleučilište VERN,Zagreb,1,"15.9764075,45.81355599999999",Stručnjaci iz područja informatike i tehničkih znanosti
Izobrazba trenera,2,www.kif.unizg.hr/strucni_studij_za_izobrazbu_trenera?empty_url=/upisi_na_kif-u/specijalisticki_strucni_diplomski_studij_za_izobrazbu_trenera,Kineziologija,Društvene znanosti,Kineziološki fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9439932,45.7848544","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Javna uprava,2,www.pravos.unios.hr/pfo/specijalisticki-javna-uprava,Pravo,Društvene znanosti,Pravni fakultet Sveučilišta u Osijeku,Sveučilište Josipa Jurja Strossmayera u Osijeku,Osijek,1,"18.6959121,45.560972","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Javna uprava,2,www.pravo.unizg.hr/veleuciliste/studij/specijalisticki_diplomski_strucni_studij_javne_uprave,Pravo,Društvene znanosti,Pravni fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9698215,45.8106462","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Kineziologija,2,www.kifst.hr/stolnitenis,Kineziologija,Društvene znanosti,Kineziološki fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4343163,43.5149389","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Kliničko sestrinstvo,2,www.zvu.hr/specijalisticki-diplomski-strucni-studij-klinickog-sestrinstva/,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Zdravstveno veleučilište u Zagrebu,Zdravstveno veleučilište u Zagrebu,Zagreb,1,"15.9778987,45.82734869999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Komunikacijski menadžment,2,www.bak.hr/Hrvatski/Specijalisticki-studiji/Komunikacijski-menadzment-83.html,Informacijske i komunikacijske znanosti,Društvene znanosti,Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Zaprešić,1,"15.8007699,45.86536309999999",Stručnjaci iz područja informatike i tehničkih znanosti
Kreativni menadžment u procesima,2,www.politehnika-pula.hr/preddiplomski_studij/specijalisticki_diplomski_studij,Temeljne tehničke znanosti,Tehničke znanosti,Politehnika Pula - Visoka tehničko-poslovna škola s pravom javnosti,Politehnika Pula - Visoka tehničko-poslovna škola s pravom javnosti,Pula,1,"13.8425642,44.87131819999999",Stručnjaci iz područja informatike i tehničkih znanosti
Kreativno upravljanje tržišnim komunikacijama,2,www.vsa.hr/hr/diplomski-studiji/diplomski-studij-kreativnog-upravljanja,Bez polja,Bez područja,Visoka škola tržišnih komunikacija AGORA,Visoka škola tržišnih komunikacija AGORA,Zagreb,1,"15.9801491,45.79346",""
MBA program,1,mba.zsem.hr,Ekonomija,Društvene znanosti,Zagrebačka škola ekonomije i managementa,Zagrebačka škola ekonomije i managementa,Zagreb,1,"15.9985587,45.8272746","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Judaistika,3,www.ffzg.unizg.hr/judaistika/preddiplomski/,Filologija,Humanističke znanosti,Filozofski fakultet Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zagreb,1,"15.9695033,45.7968407","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Međunarodni odnosi i diplomacija,2,www.diplomacija.hr/?str=specijalisticki_studij,Politologija,Društvene znanosti,Visoka škola međunarodnih odnosa i diplomacije Dag Hammarskjöld,Visoka škola međunarodnih odnosa i diplomacije Dag Hammarskjöld,Zagreb,1,"15.9448541,45.8147625","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment,2,www.vus.hr/index3.php/?page_id=71,Ekonomija,Društvene znanosti,Veleučilište u Šibeniku,Veleučilište u Šibeniku,Šibenik,1,"15.9046138,43.7292822","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Menadžment bankarstva, osiguranja i financija",2,www.vps-libertas.hr/diplomski-studij/menadzment-bankarstva-osiguranja-financija/o-studiju.php,Ekonomija,Društvene znanosti,"Visoka poslovna škola ""Libertas""","Visoka poslovna škola ""Libertas""",Zagreb,1,"16.0124166,45.8151504","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment financija,2,www.effectus-uciliste.eu/studiji/menadment-financija-lbrg-diplomski-studij-2-godine.html,Ekonomija,Društvene znanosti,"Visoko učilište ""Effectus"" - visoka škola za financije i pravo","Visoko učilište ""Effectus"" - visoka škola za financije i pravo",Zagreb,1,"16.009183,45.8157925","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment održivog razvoja turizma,2,www.vern.hr/studij/diplomski/mort-upisni-postupak,Ekonomija,Društvene znanosti,Veleučilište VERN,Veleučilište VERN,Zagreb,1,"15.9764075,45.81355599999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment u poljoprivredi,2,www.vguk.hr/?gid=141,Ekonomija,Društvene znanosti,Visoko gospodarsko učilište u Križevcima,Visoko gospodarsko učilište u Križevcima,Križevci,1,"16.5511215,46.0275786","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment u sestrinstvu,2,www.zvu.hr/specijalisticki-diplomski-strucni-studij-menadzmenta-u-sestrinstvu/,Javno zdravstvo i zdravstvena zaštita,Biomedicina i zdravstvo,Zdravstveno veleučilište u Zagrebu,Zdravstveno veleučilište u Zagrebu,Zagreb,1,"15.9778987,45.82734869999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Menadžment u turizmu,2,www.vpsvisnjan.com/#!copy-of-preddiplomski-struni-studij-za-/c14sz,Ekonomija,Društvene znanosti,"Visoka poslovna škola s pravom javnosti, Višnjan","Visoka poslovna škola s pravom javnosti, Višnjan",Višnjan,1,"13.8425642,44.87131819999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Menadžment unutarnje i međunarodne trgovine,2,www.vps-libertas.hr/diplomski-studij/menadzment-unutarnje-medunarodne-trgovine/o-studiju.php,Ekonomija,Društvene znanosti,"Visoka poslovna škola ""Libertas""","Visoka poslovna škola ""Libertas""",Zagreb,1,"16.0124166,45.8151504","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"Menadžment; smjerovi: Upravljanje projektima, Upravljanje  porezima, Računovodstvo",2,www.efst.hr/content.php?k=studiji&p=82,Ekonomija,Društvene znanosti,Ekonomski fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.441861,43.512161","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Poduzetnički menadžment,2,www.vern.hr/studij/diplomski/pom-upisni-postupak,Ekonomija,Društvene znanosti,Veleučilište VERN,Veleučilište VERN,Zagreb,1,"15.9764075,45.81355599999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Poduzetništvo,2,www.veleri.hr/?q=node/575,Ekonomija,Društvene znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Rijeka,1,"14.4382209,45.3278872","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Politehnika,2,www.oss.unist.hr/index.php/studiji/specijalisticki-strucni-studiji/politehnika/uvod,Temeljne tehničke znanosti,Tehničke znanosti,Sveučilišni odjel za stručne studije Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4505675,43.5231699",Stručnjaci iz područja informatike i tehničkih znanosti
Politehnika; smjer: Građevinarstvo,2,www.tvz.hr/studiji/specijalisticki-studij-graditeljstva/,Građevinarstvo,Tehničke znanosti,Tehničko veleučilište u Zagrebu,Tehničko veleučilište u Zagrebu,Zagreb,1,"15.9280461,45.8000769",Stručnjaci iz područja informatike i tehničkih znanosti
Politehnika; smjer: Informatika,2,www.tvz.hr/studiji/specijalisticki-studij-informatike/,Računarstvo,Tehničke znanosti,Tehničko veleučilište u Zagrebu,Tehničko veleučilište u Zagrebu,Zagreb,1,"15.9280461,45.8000769",Stručnjaci iz područja informatike i tehničkih znanosti
Poslovno upravljanje,2,www.vuka.hr/index.php?id=51,Ekonomija,Društvene znanosti,Veleučilište u Karlovcu,Veleučilište u Karlovcu,Karlovac,1,"15.5551895,45.4941496","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Primijenjeno računarstvo,2,www.racunarstvo.hr/diplomski.aspx,Računarstvo,Tehničke znanosti,"Visoka škola za primijenjeno računarstvo ""Algebra""","Visoka škola za primijenjeno računarstvo ""Algebra""",Zagreb,1,"15.9449253,45.81499220000001",Stručnjaci iz područja informatike i tehničkih znanosti
Projektni menadžment,2,www.bak.hr/Hrvatski/Specijalisticki-studiji/Projektni-menadzment-82.html,Projektni menadžment,Interdisciplinarna područja znanosti,Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Veleučilište s pravom javnosti BALTAZAR ZAPREŠIĆ,Zaprešić,1,"15.8007699,45.86536309999999","Direktori, menadžeri i čelnici"
"Promet; smjerovi: Cestovni, Željeznički, Poštanski",2,www.veleri.hr/?q=node/383,Tehnologija prometa i transport,Tehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Rijeka,1,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
Računovodstvo i financije,2,www.oss.unist.hr/index.php/studiji/specijalisticki-strucni-studiji/racunovodstvo-i-financije/uvod,Ekonomija,Društvene znanosti,Sveučilišni odjel za stručne studije Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4505675,43.5231699","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Računovodstvo i financije,2,www.vern.hr/studij/diplomski/racunovodstvo-i-financije/rif-upisni-postupak,Ekonomija,Društvene znanosti,Veleučilište VERN,Veleučilište VERN,Zagreb,1,"15.9764075,45.81355599999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Sanitarno inženjerstvo,2,www.zvu.hr/specijalisticki-diplomski-strucni-studij-sanitarnog-inzenjerstva/,Javno zdravstvo i zdravstvena zaštita,Biomedicina i zdravstvo,Zdravstveno veleučilište u Zagrebu,Zdravstveno veleučilište u Zagrebu,Zagreb,1,"15.9778987,45.82734869999999","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Service Management,1,www.croatia.rit.edu/service-management-program-overview-program-overview/#.VO8oDLimFVQ,Ekonomija,Društvene znanosti,RIT Croatia,RIT Croatia,Dubrovnik,1,"18.1029176,42.6421073","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Sigurnost i zaštita,2,www.vuka.hr/index.php?id=50,Temeljne tehničke znanosti,Tehničke znanosti,Veleučilište u Karlovcu,Veleučilište u Karlovcu,Karlovac,1,"15.5551895,45.4941496",Stručnjaci iz područja informatike i tehničkih znanosti
Sigurnost na radu,2,www.veleri.hr/?q=node/722,Temeljne tehničke znanosti,Tehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Rijeka,1,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
"Sigurnost;smjerovi: Zaštita na radu, Zaštita od požara, Zaštita osoba i imovine, Zaštita okoliša",2,www.vss.hr/main.php?what=studij&kategorija=18,Temeljne tehničke znanosti,Tehničke znanosti,Visoka škola za sigurnost s pravom javnosti,Visoka škola za sigurnost s pravom javnosti,Zagreb,1,"15.9713483,45.79528699999999",Stručnjaci iz područja informatike i tehničkih znanosti
Strojarstvo,2,www.vuka.hr/index.php?id=49,Strojarstvo,Tehničke znanosti,Veleučilište u Karlovcu,Veleučilište u Karlovcu,Karlovac,1,"15.5551895,45.4941496",Stručnjaci iz područja informatike i tehničkih znanosti
Trgovinsko poslovanje,2,www.oss.unist.hr/index.php/studiji/specijalisticki-strucni-studiji/trgovinsko-poslovanje/uvod,Ekonomija,Društvene znanosti,Sveučilišni odjel za stručne studije Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4505675,43.5231699","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Trgovinsko poslovanje,2,www.vup.hr/studiji/drustveni_odjel/specijalisticki_studij_trgovinsko_poslovanje/default.aspx,Ekonomija,Društvene znanosti,Veleučilište u Požegi,Veleučilište u Požegi,Požega,1,"17.6802478,45.3348714","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravljanje logističkim sustavima i procesima,2,www.vvg.hr/index.php?option=com_content&view=category&layout=blog&id=91&tstyle=style13&Itemid=161&lang=hr,Interdisciplinarne tehničke znanosti,Tehničke znanosti,Veleučilište Velika Gorica,Veleučilište Velika Gorica,Velika Gorica,1,"16.0739023,45.7144613",Stručnjaci iz područja informatike i tehničkih znanosti
Upravljanje poslovnim komunikacijama,2,www.vern.hr/studij/diplomski/upk-upisni-postupak,Ekonomija,Društvene znanosti,Veleučilište VERN,Veleučilište VERN,Zagreb,1,"15.9764075,45.81355599999999","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Upravni studij,2,www.pravst.hr/program.php?p=12&s=48,Pravo,Društvene znanosti,Pravni fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4438201,43.513997","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Informacijski sustavi,3,www.foi.unizg.hr/buduci-studenti/upisi/pds/ips/informacije,Informacijske i komunikacijske znanosti,Društvene znanosti,Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Varaždin,1,"15.9712039,45.800887",Stručnjaci iz područja informatike i tehničkih znanosti
Primjena informacijske tehnologije u poslovanju,3,www.foi.unizg.hr/studiji/pitup/informacije,Informacijske i komunikacijske znanosti,Društvene znanosti,Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Zabok,1,"15.9712039,45.800887",Stručnjaci iz područja informatike i tehničkih znanosti
Primjena informacijske tehnologije u poslovanju,3,www.foi.unizg.hr/studiji/pitup/informacije,Informacijske i komunikacijske znanosti,Društvene znanosti,Fakultet organizacije i informatike u Varaždinu Sveučilišta u Zagrebu,Sveučilište u Zagrebu,Sisak,1,"15.9712039,45.800887",Stručnjaci iz područja informatike i tehničkih znanosti
Kineziologija,3,strucni.kifst.hr,Kineziologija,Društvene znanosti,Kineziološki fakultet Sveučilišta u Splitu,Sveučilište u Splitu,Split,1,"16.4343163,43.5149389","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Primaljstvo,3,www.medri.uniri.hr/studiji/primaljstvo/o%20studiju.htm,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Fakultet zdravstvenih studija Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Radiološka tehnologija,3,www.medri.uniri.hr/studiji/radiologija/o%20studiju.htm,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Fakultet zdravstvenih studija Sveučilišta u Rijeci,Sveučilište u Rijeci,Rijeka,1,"14.4667629,45.3277614","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"Poslovna ekonomija; smjerovi: Turizam, Poslovna informatika",3,oet.unipu.hr/index.php?id=1377,Ekonomija,Društvene znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Financijski menadžment,3,www.unidu.hr/odjeli.php?idizbornik=717,Ekonomija,Društvene znanosti,Sveučilište u Dubrovniku,Sveučilište u Dubrovniku,Ploče,1,"18.1003189,42.6440794","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
Sestrinstvo,3,www.unidu.hr/odjeli.php?idizbornik=136,Kliničke medicinske znanosti,Biomedicina i zdravstvo,Sveučilište u Dubrovniku,Sveučilište u Dubrovniku,Dubrovnik,1,"18.1003189,42.6440794","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Informatika,3,oet.unipu.hr/index.php?id=1117,Matematika,Prirodne znanosti,Sveučilište Jurja Dobrile u Puli,Sveučilište Jurja Dobrile u Puli,Pula,1,"13.8512586,44.8664084","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Lovstvo i zaštita prirode,3,www.vuka.hr/index.php?id=43,Poljoprivreda (agronomija),Biotehničke znanosti,Veleučilište u Karlovcu,Veleučilište u Karlovcu,Karlovac,1,"15.5551895,45.4941496","Zdravstveni, prirodoslovni i biotehnički stručnjaci"
Željeznički promet,3,www.veleri.hr/?q=node/308,Tehnologija prometa i transport,Tehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Ogulin,1,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
Cestovni promet,3,www.veleri.hr/?q=node/308,Tehnologija prometa i transport,Tehničke znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Ogulin,1,"14.4382209,45.3278872",Stručnjaci iz područja informatike i tehničkih znanosti
Poduzetništvo,3,www.veleri.hr/?q=node/87,Ekonomija,Društvene znanosti,Veleučilište u Rijeci,Veleučilište u Rijeci,Pazin,1,"14.4382209,45.3278872","Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
